#XList	YList	IList
196.199997	4553.100098	0.000000
196.199997	4527.100098	6.802752
196.199997	4501.100098	0.000000
196.199997	4475.100098	11.837917
196.199997	4449.100098	0.000000
196.199997	4423.100098	39.951019
196.199997	4397.100098	0.000000
196.199997	4371.100098	0.000000
196.199997	4345.100098	12.698070
196.199997	4319.100098	0.000000
196.199997	4293.100098	6.833460
196.199997	4267.100098	0.000000
196.199997	4241.100098	54.338036
196.199997	4215.100098	0.000000
196.199997	4189.100098	0.000000
196.199997	4163.100098	0.000000
196.199997	4137.100098	21.793032
196.199997	4111.100098	0.000000
196.199997	4085.100098	62.030979
196.199997	4059.100098	47.271538
196.199997	4033.100098	56.716946
196.199997	4007.100098	0.000000
196.199997	3981.100098	56.928024
196.199997	3955.100098	12.291530
196.199997	3929.100098	11.122530
196.199997	3903.100098	0.000000
196.199997	3877.100098	13.434682
196.199997	3851.100098	45.950890
196.199997	3825.100098	36.263210
196.199997	3799.100098	0.000000
196.199997	3773.100098	0.000000
196.199997	3747.100098	1.944151
196.199997	3721.100098	34.505684
196.199997	3695.100098	18.089762
196.199997	3669.100098	22.571568
196.199997	3643.100098	0.000000
196.199997	3617.100098	29.396469
196.199997	3591.100098	0.000000
196.199997	3565.100098	1.563024
196.199997	3539.100098	0.000000
196.199997	3513.100098	9.847797
196.199997	3487.100098	26.845236
196.199997	3461.100098	50.052711
196.199997	3435.100098	69.308052
196.199997	3409.100098	47.665009
196.199997	3383.100098	0.000000
196.199997	3357.100098	0.000000
196.199997	3331.100098	0.000000
196.199997	3305.100098	0.000000
196.199997	3279.100098	11.440763
196.199997	3253.100098	0.000000
196.199997	3227.100098	17.659359
196.199997	3201.100098	26.612860
196.199997	3175.100098	0.000000
196.199997	3149.100098	0.000000
196.199997	3123.100098	0.000000
196.199997	3097.100098	12.525161
196.199997	3071.100098	1.504010
196.199997	3045.100098	46.103970
196.199997	3019.100098	0.000000
196.199997	2993.100098	0.000000
196.199997	2967.100098	0.000000
196.199997	2941.100098	21.207197
196.199997	2915.100098	3.756090
196.199997	2889.100098	3.446224
196.199997	2863.100098	0.000000
196.199997	2837.100098	0.000000
196.199997	2811.100098	55.574600
196.199997	2785.100098	0.000000
196.199997	2759.100098	0.000000
196.199997	2733.100098	6.401901
196.199997	2707.100098	0.000000
196.199997	2681.100098	0.000000
196.199997	2655.100098	0.000000
196.199997	2629.100098	36.176109
196.199997	2603.100098	18.000763
196.199997	2577.100098	7.223585
196.199997	2551.100098	0.000000
196.199997	2525.100098	18.349163
196.199997	2499.100098	0.000000
196.199997	2473.100098	0.000000
196.199997	2447.100098	0.000000
196.199997	2421.100098	0.000000
196.199997	2395.100098	89.860504
196.199997	2369.100098	0.000000
196.199997	2343.100098	25.831413
196.199997	2317.100098	29.034367
196.199997	2291.100098	0.000000
196.199997	2265.100098	0.000000
196.199997	2239.100098	7.634148
196.199997	2213.100098	51.518257
196.199997	2187.100098	0.000000
196.199997	2161.100098	0.000000
196.199997	2135.100098	0.000000
196.199997	2109.100098	1.247579
196.199997	2083.100098	24.071100
196.199997	2057.100098	0.000000
196.199997	2031.099976	39.841179
196.199997	2005.099976	0.000000
196.199997	1979.099976	0.000000
196.199997	1953.099976	49.259819
196.199997	1927.099976	0.000000
196.199997	1901.099976	0.000000
196.199997	1875.099976	60.958431
196.199997	1849.099976	59.873177
196.199997	1823.099976	0.000000
196.199997	1797.099976	2.395600
196.199997	1771.099976	7.401396
196.199997	1745.099976	38.239197
196.199997	1719.099976	0.000000
196.199997	1693.099976	0.000000
196.199997	1667.099976	0.000000
196.199997	1641.099976	0.000000
196.199997	1615.099976	0.000000
196.199997	1589.099976	0.000000
196.199997	1563.099976	0.000000
196.199997	1537.099976	0.000000
196.199997	1511.099976	0.000000
196.199997	1485.099976	0.000000
196.199997	1459.099976	0.000000
196.199997	1433.099976	32.546181
196.199997	1407.099976	0.000000
196.199997	1381.099976	0.000000
196.199997	1355.099976	0.000000
196.199997	1329.099976	1.748020
196.199997	1303.099976	56.592613
196.199997	1277.099976	0.000000
196.199997	1251.099976	26.410414
196.199997	1225.099976	15.827651
196.199997	1199.099976	0.000000
196.199997	1173.099976	0.000000
196.199997	1147.099976	21.224836
196.199997	1121.099976	0.000000
196.199997	1095.099976	2.819806
196.199997	1069.099976	55.659256
196.199997	1043.099976	0.000000
196.199997	1017.099976	0.000000
196.199997	991.099976	29.678753
196.199997	965.099976	13.050924
196.199997	939.099976	5.886123
196.199997	913.099976	22.750572
196.199997	887.099976	0.000000
196.199997	861.099976	0.000000
196.199997	835.099976	32.943104
196.199997	809.099976	0.000000
196.199997	783.099976	26.061066
196.199997	757.099976	36.622597
196.199997	731.099976	14.786330
196.199997	705.099976	0.000000
196.199997	679.099976	44.646603
196.199997	653.099976	0.000000
196.199997	627.099976	0.000000
196.199997	601.099976	0.000000
196.199997	575.099976	0.000000
196.199997	549.099976	22.959602
196.199997	523.099976	0.000000
196.199997	497.100006	28.046030
196.199997	471.100006	41.161552
196.199997	445.100006	0.000000
196.199997	419.100006	49.369705
196.199997	393.100006	0.000000
196.199997	367.100006	7.214877
196.199997	341.100006	7.670345
196.199997	315.100006	31.682030
196.199997	289.100006	0.000000
196.199997	263.100006	0.000000
222.199997	5411.100098	0.000000
222.199997	5385.100098	0.000000
222.199997	5359.100098	11.970487
222.199997	5333.100098	0.000000
222.199997	5307.100098	0.000000
222.199997	5281.100098	36.533623
222.199997	5255.100098	65.794205
222.199997	5229.100098	7.716133
222.199997	5203.100098	0.000000
222.199997	5177.100098	0.000000
222.199997	5151.100098	0.225778
222.199997	5125.100098	0.000000
222.199997	5099.100098	0.000000
222.199997	5073.100098	44.265129
222.199997	5047.100098	0.000000
222.199997	5021.100098	56.470161
222.199997	4995.100098	0.000000
222.199997	4969.100098	0.000000
222.199997	4943.100098	0.000000
222.199997	4917.100098	19.916870
222.199997	4891.100098	0.000000
222.199997	4865.100098	9.083020
222.199997	4839.100098	6.529047
222.199997	4813.100098	10.996840
222.199997	4787.100098	0.000000
222.199997	4761.100098	0.000000
222.199997	4735.100098	23.344475
222.199997	4709.100098	3.428852
222.199997	4683.100098	0.000000
222.199997	4657.100098	0.000000
222.199997	4631.100098	0.000000
222.199997	4605.100098	0.000000
222.199997	4579.100098	0.000000
222.199997	4553.100098	0.000000
222.199997	4527.100098	0.000000
222.199997	4501.100098	0.000000
222.199997	4475.100098	37.359310
222.199997	4449.100098	34.639683
222.199997	4423.100098	26.527946
222.199997	4397.100098	0.000000
222.199997	4371.100098	0.000000
222.199997	4345.100098	0.000000
222.199997	4319.100098	0.000000
222.199997	4293.100098	0.000000
222.199997	4267.100098	0.000000
222.199997	4241.100098	39.383816
222.199997	4215.100098	0.000000
222.199997	4189.100098	0.000000
222.199997	4163.100098	0.000000
222.199997	4137.100098	0.000000
222.199997	4111.100098	0.000000
222.199997	4085.100098	0.000000
222.199997	4059.100098	18.886074
222.199997	4033.100098	44.947830
222.199997	4007.100098	0.000000
222.199997	3981.100098	0.000000
222.199997	3955.100098	50.347641
222.199997	3929.100098	0.000000
222.199997	3903.100098	20.743858
222.199997	3877.100098	37.424374
222.199997	3851.100098	39.585094
222.199997	3825.100098	0.000000
222.199997	3799.100098	0.000000
222.199997	3773.100098	0.596676
222.199997	3747.100098	36.940414
222.199997	3721.100098	0.000000
222.199997	3695.100098	10.182593
222.199997	3669.100098	0.000000
222.199997	3643.100098	0.380925
222.199997	3617.100098	10.360296
222.199997	3591.100098	42.894016
222.199997	3565.100098	11.310341
222.199997	3539.100098	0.000000
222.199997	3513.100098	5.941032
222.199997	3487.100098	74.586540
222.199997	3461.100098	0.000000
222.199997	3435.100098	0.000000
222.199997	3409.100098	0.000000
222.199997	3383.100098	0.000000
222.199997	3357.100098	0.000000
222.199997	3331.100098	24.165474
222.199997	3305.100098	0.000000
222.199997	3279.100098	11.500503
222.199997	3253.100098	0.000000
222.199997	3227.100098	0.861000
222.199997	3201.100098	0.000000
222.199997	3175.100098	10.956807
222.199997	3149.100098	0.000000
222.199997	3123.100098	18.035639
222.199997	3097.100098	41.270199
222.199997	3071.100098	0.000000
222.199997	3045.100098	33.506039
222.199997	3019.100098	21.869278
222.199997	2993.100098	25.290361
222.199997	2967.100098	0.000000
222.199997	2941.100098	78.073738
222.199997	2915.100098	1.472865
222.199997	2889.100098	71.573181
222.199997	2863.100098	0.000000
222.199997	2837.100098	0.000000
222.199997	2811.100098	0.000000
222.199997	2785.100098	0.000000
222.199997	2759.100098	0.000000
222.199997	2733.100098	0.000000
222.199997	2707.100098	30.064705
222.199997	2681.100098	0.000000
222.199997	2655.100098	0.000000
222.199997	2629.100098	0.000000
222.199997	2603.100098	40.117458
222.199997	2577.100098	0.000000
222.199997	2551.100098	29.485184
222.199997	2525.100098	17.442341
222.199997	2499.100098	0.000000
222.199997	2473.100098	0.000000
222.199997	2447.100098	29.726093
222.199997	2421.100098	0.000000
222.199997	2395.100098	5.011364
222.199997	2369.100098	0.000000
222.199997	2343.100098	13.622455
222.199997	2317.100098	0.000000
222.199997	2291.100098	0.000000
222.199997	2265.100098	0.000000
222.199997	2239.100098	0.000000
222.199997	2213.100098	0.000000
222.199997	2187.100098	0.000000
222.199997	2161.100098	0.000000
222.199997	2135.100098	34.741600
222.199997	2109.100098	0.000000
222.199997	2083.100098	13.639976
222.199997	2057.100098	0.000000
222.199997	2031.099976	0.000000
222.199997	2005.099976	26.759222
222.199997	1979.099976	34.204720
222.199997	1953.099976	21.379951
222.199997	1927.099976	13.904195
222.199997	1901.099976	0.000000
222.199997	1875.099976	45.232853
222.199997	1849.099976	4.059135
222.199997	1823.099976	0.000000
222.199997	1797.099976	0.000000
222.199997	1771.099976	23.838221
222.199997	1745.099976	0.000000
222.199997	1719.099976	0.000000
222.199997	1693.099976	45.502377
222.199997	1667.099976	66.012909
222.199997	1641.099976	17.859091
222.199997	1615.099976	0.000000
222.199997	1589.099976	0.000000
222.199997	1563.099976	31.493296
222.199997	1537.099976	16.764088
222.199997	1511.099976	0.000000
222.199997	1485.099976	7.027420
222.199997	1459.099976	1.460776
222.199997	1433.099976	4.419123
222.199997	1407.099976	0.000000
222.199997	1381.099976	0.000000
222.199997	1355.099976	0.000000
222.199997	1329.099976	76.845085
222.199997	1303.099976	20.148609
222.199997	1277.099976	0.000000
222.199997	1251.099976	15.620154
222.199997	1225.099976	27.749535
222.199997	1199.099976	0.000000
222.199997	1173.099976	0.000000
222.199997	1147.099976	46.260757
222.199997	1121.099976	17.133009
222.199997	1095.099976	0.000000
222.199997	1069.099976	29.400225
222.199997	1043.099976	9.257452
222.199997	1017.099976	0.000000
222.199997	991.099976	3.201468
222.199997	965.099976	0.000000
222.199997	939.099976	21.422312
222.199997	913.099976	0.000000
222.199997	887.099976	0.000000
222.199997	861.099976	0.000000
222.199997	835.099976	0.000000
222.199997	809.099976	10.857860
222.199997	783.099976	18.365286
222.199997	757.099976	0.000000
222.199997	731.099976	63.652737
222.199997	705.099976	0.000000
222.199997	679.099976	3.509429
222.199997	653.099976	57.567646
222.199997	627.099976	16.298363
222.199997	601.099976	25.048605
222.199997	575.099976	29.331966
222.199997	549.099976	50.092476
222.199997	523.099976	48.162769
222.199997	497.100006	0.000000
222.199997	471.100006	0.000000
222.199997	445.100006	47.043613
222.199997	419.100006	0.000000
222.199997	393.100006	14.336267
222.199997	367.100006	0.000000
222.199997	341.100006	22.643410
222.199997	315.100006	21.911060
222.199997	289.100006	15.497171
222.199997	263.100006	0.000000
248.199997	5411.100098	14.418072
248.199997	5385.100098	5.481519
248.199997	5359.100098	0.000000
248.199997	5333.100098	0.075027
248.199997	5307.100098	0.000000
248.199997	5281.100098	3.102096
248.199997	5255.100098	0.000000
248.199997	5229.100098	48.876812
248.199997	5203.100098	0.000000
248.199997	5177.100098	34.964539
248.199997	5151.100098	0.000000
248.199997	5125.100098	17.396105
248.199997	5099.100098	0.000000
248.199997	5073.100098	0.000000
248.199997	5047.100098	46.763893
248.199997	5021.100098	0.000000
248.199997	4995.100098	0.000000
248.199997	4969.100098	0.000000
248.199997	4943.100098	4.028218
248.199997	4917.100098	0.000000
248.199997	4891.100098	7.153462
248.199997	4865.100098	0.000000
248.199997	4839.100098	0.000000
248.199997	4813.100098	21.580385
248.199997	4787.100098	29.708448
248.199997	4761.100098	0.000000
248.199997	4735.100098	2.801681
248.199997	4709.100098	0.000000
248.199997	4683.100098	22.898867
248.199997	4657.100098	0.000000
248.199997	4631.100098	0.000000
248.199997	4605.100098	0.000000
248.199997	4579.100098	0.000000
248.199997	4553.100098	0.000000
248.199997	4527.100098	20.243370
248.199997	4501.100098	24.148029
248.199997	4475.100098	0.000000
248.199997	4449.100098	0.000000
248.199997	4423.100098	18.325829
248.199997	4397.100098	39.420547
248.199997	4371.100098	0.000000
248.199997	4345.100098	58.082787
248.199997	4319.100098	0.000000
248.199997	4293.100098	26.906601
248.199997	4267.100098	50.377918
248.199997	4241.100098	76.585930
248.199997	4215.100098	5.223612
248.199997	4189.100098	14.039056
248.199997	4163.100098	0.000000
248.199997	4137.100098	58.019299
248.199997	4111.100098	0.000000
248.199997	4085.100098	7.878186
248.199997	4059.100098	1.767096
248.199997	4033.100098	21.755049
248.199997	4007.100098	0.000000
248.199997	3981.100098	7.117785
248.199997	3955.100098	0.000000
248.199997	3929.100098	0.000000
248.199997	3903.100098	0.000000
248.199997	3877.100098	92.521423
248.199997	3851.100098	8.796000
248.199997	3825.100098	0.000000
248.199997	3799.100098	11.965963
248.199997	3773.100098	0.000000
248.199997	3747.100098	1.252001
248.199997	3721.100098	0.000000
248.199997	3695.100098	20.654060
248.199997	3669.100098	0.000000
248.199997	3643.100098	0.000000
248.199997	3617.100098	0.000000
248.199997	3591.100098	38.676853
248.199997	3565.100098	0.000000
248.199997	3539.100098	36.031040
248.199997	3513.100098	63.826107
248.199997	3487.100098	0.000000
248.199997	3461.100098	23.993410
248.199997	3435.100098	0.000000
248.199997	3409.100098	36.329540
248.199997	3383.100098	0.000000
248.199997	3357.100098	0.000000
248.199997	3331.100098	0.000000
248.199997	3305.100098	0.000000
248.199997	3279.100098	102.111908
248.199997	3253.100098	19.191063
248.199997	3227.100098	17.705345
248.199997	3201.100098	13.078302
248.199997	3175.100098	0.000000
248.199997	3149.100098	0.000000
248.199997	3123.100098	0.000000
248.199997	3097.100098	9.336640
248.199997	3071.100098	6.801162
248.199997	3045.100098	0.000000
248.199997	3019.100098	0.000000
248.199997	2993.100098	0.000000
248.199997	2967.100098	0.000000
248.199997	2941.100098	0.000000
248.199997	2915.100098	56.112869
248.199997	2889.100098	0.000000
248.199997	2863.100098	9.238066
248.199997	2837.100098	0.000000
248.199997	2811.100098	0.000000
248.199997	2785.100098	7.189851
248.199997	2759.100098	0.000000
248.199997	2733.100098	38.194908
248.199997	2707.100098	0.000000
248.199997	2681.100098	45.211349
248.199997	2655.100098	0.000000
248.199997	2629.100098	30.329796
248.199997	2603.100098	0.939751
248.199997	2577.100098	49.545090
248.199997	2551.100098	0.000000
248.199997	2525.100098	0.000000
248.199997	2499.100098	0.000000
248.199997	2473.100098	35.286572
248.199997	2447.100098	0.000000
248.199997	2421.100098	11.457400
248.199997	2395.100098	60.478870
248.199997	2369.100098	0.000000
248.199997	2343.100098	23.199312
248.199997	2317.100098	0.000000
248.199997	2291.100098	2.456171
248.199997	2265.100098	0.000000
248.199997	2239.100098	0.000000
248.199997	2213.100098	39.734875
248.199997	2187.100098	11.885236
248.199997	2161.100098	61.660355
248.199997	2135.100098	0.000000
248.199997	2109.100098	13.508089
248.199997	2083.100098	22.699301
248.199997	2057.100098	0.000000
248.199997	2031.099976	0.000000
248.199997	2005.099976	0.000000
248.199997	1979.099976	7.406066
248.199997	1953.099976	10.148191
248.199997	1927.099976	0.000000
248.199997	1901.099976	0.000000
248.199997	1875.099976	25.414135
248.199997	1849.099976	0.000000
248.199997	1823.099976	10.260585
248.199997	1797.099976	0.000000
248.199997	1771.099976	52.401394
248.199997	1745.099976	34.957127
248.199997	1719.099976	50.072819
248.199997	1693.099976	53.647602
248.199997	1667.099976	0.000000
248.199997	1641.099976	0.000000
248.199997	1615.099976	33.952141
248.199997	1589.099976	64.735634
248.199997	1563.099976	30.519924
248.199997	1537.099976	0.000000
248.199997	1511.099976	0.000000
248.199997	1485.099976	0.000000
248.199997	1459.099976	11.336076
248.199997	1433.099976	58.144440
248.199997	1407.099976	0.000000
248.199997	1381.099976	26.709549
248.199997	1355.099976	0.000000
248.199997	1329.099976	1.708809
248.199997	1303.099976	0.000000
248.199997	1277.099976	27.048756
248.199997	1251.099976	0.000000
248.199997	1225.099976	5.220729
248.199997	1199.099976	22.658875
248.199997	1173.099976	0.000000
248.199997	1147.099976	0.000000
248.199997	1121.099976	10.636882
248.199997	1095.099976	40.068378
248.199997	1069.099976	5.673834
248.199997	1043.099976	19.450232
248.199997	1017.099976	44.959198
248.199997	991.099976	47.591217
248.199997	965.099976	0.000000
248.199997	939.099976	59.402248
248.199997	913.099976	0.000000
248.199997	887.099976	6.229270
248.199997	861.099976	0.000000
248.199997	835.099976	51.873741
248.199997	809.099976	0.000000
248.199997	783.099976	0.000000
248.199997	757.099976	13.499246
248.199997	731.099976	37.930363
248.199997	705.099976	11.618877
248.199997	679.099976	0.000000
248.199997	653.099976	33.608242
248.199997	627.099976	20.543625
248.199997	601.099976	0.000000
248.199997	575.099976	49.278210
248.199997	549.099976	26.999542
248.199997	523.099976	0.000000
248.199997	497.100006	0.000000
248.199997	471.100006	9.884878
248.199997	445.100006	0.000000
248.199997	419.100006	0.000000
248.199997	393.100006	33.803356
248.199997	367.100006	0.000000
248.199997	341.100006	49.385735
248.199997	315.100006	0.000000
248.199997	289.100006	0.000000
248.199997	263.100006	24.306051
274.200012	5411.100098	0.000000
274.200012	5385.100098	1.097229
274.200012	5359.100098	0.000000
274.200012	5333.100098	25.981245
274.200012	5307.100098	1.703152
274.200012	5281.100098	0.000000
274.200012	5255.100098	0.000000
274.200012	5229.100098	0.000000
274.200012	5203.100098	0.000000
274.200012	5177.100098	0.000000
274.200012	5151.100098	0.000000
274.200012	5125.100098	35.357178
274.200012	5099.100098	23.262974
274.200012	5073.100098	0.000000
274.200012	5047.100098	0.000000
274.200012	5021.100098	0.000000
274.200012	4995.100098	7.851995
274.200012	4969.100098	0.000000
274.200012	4943.100098	0.000000
274.200012	4917.100098	12.901509
274.200012	4891.100098	32.635616
274.200012	4865.100098	0.000000
274.200012	4839.100098	37.854977
274.200012	4813.100098	50.192348
274.200012	4787.100098	6.087425
274.200012	4761.100098	0.000000
274.200012	4735.100098	0.000000
274.200012	4709.100098	71.263382
274.200012	4683.100098	12.597831
274.200012	4657.100098	46.559551
274.200012	4631.100098	35.195335
274.200012	4605.100098	31.740578
274.200012	4579.100098	0.000000
274.200012	4553.100098	24.968449
274.200012	4527.100098	52.015957
274.200012	4501.100098	24.811340
274.200012	4475.100098	5.064783
274.200012	4449.100098	3.109926
274.200012	4423.100098	7.071965
274.200012	4397.100098	42.162373
274.200012	4371.100098	42.151951
274.200012	4345.100098	33.957523
274.200012	4319.100098	0.000000
274.200012	4293.100098	21.384378
274.200012	4267.100098	0.000000
274.200012	4241.100098	19.032001
274.200012	4215.100098	19.831774
274.200012	4189.100098	0.000000
274.200012	4163.100098	0.000000
274.200012	4137.100098	36.975327
274.200012	4111.100098	57.329330
274.200012	4085.100098	0.000000
274.200012	4059.100098	1.132886
274.200012	4033.100098	0.000000
274.200012	4007.100098	67.579376
274.200012	3981.100098	156.963028
274.200012	3955.100098	33.758076
274.200012	3929.100098	33.985229
274.200012	3903.100098	98.090523
274.200012	3877.100098	0.000000
274.200012	3851.100098	0.000000
274.200012	3825.100098	0.000000
274.200012	3799.100098	114.912582
274.200012	3773.100098	16.275118
274.200012	3747.100098	0.000000
274.200012	3721.100098	23.656593
274.200012	3695.100098	45.871685
274.200012	3669.100098	0.000000
274.200012	3643.100098	8.958267
274.200012	3617.100098	0.000000
274.200012	3591.100098	0.000000
274.200012	3565.100098	0.000000
274.200012	3539.100098	0.000000
274.200012	3513.100098	57.284428
274.200012	3487.100098	12.953491
274.200012	3461.100098	0.000000
274.200012	3435.100098	0.000000
274.200012	3409.100098	0.000000
274.200012	3383.100098	0.000000
274.200012	3357.100098	0.000000
274.200012	3331.100098	0.014930
274.200012	3305.100098	27.691338
274.200012	3279.100098	26.987818
274.200012	3253.100098	0.000000
